time,in,out
2022-06-22 18:05:06,0,0
2022-06-22 18:05:05,0,0
2022-06-22 18:05:04,0,0
2022-06-22 18:05:03,0,0
2022-06-22 18:05:02,0,0
2022-06-22 18:05:01,0,0
2022-06-22 18:05:00,0,-1.552597
2022-06-22 18:04:59,0,-2.447403
2022-06-22 18:04:58,0,0
2022-06-22 18:04:57,0,0
2022-06-22 18:04:56,0,0
2022-06-22 18:04:55,0,0
2022-06-22 18:04:54,0,0
2022-06-22 18:04:53,0,0
2022-06-22 18:04:52,0,0
2022-06-22 18:04:51,0,0
2022-06-22 18:04:50,0,0
2022-06-22 18:04:49,0,0
2022-06-22 18:04:48,0,0
2022-06-22 18:04:47,0,0
2022-06-22 18:04:46,0,0
2022-06-22 18:04:45,0,0
2022-06-22 18:04:44,0,0
2022-06-22 18:04:43,0,0
2022-06-22 18:04:42,0,0
2022-06-22 18:04:41,0,0
2022-06-22 18:04:40,0,0
2022-06-22 18:04:39,0,0
2022-06-22 18:04:38,0,0
2022-06-22 18:04:37,0,0
2022-06-22 18:04:36,0,0
2022-06-22 18:04:35,0,0
2022-06-22 18:04:34,0,0
2022-06-22 18:04:33,0,0
2022-06-22 18:04:32,0,0
2022-06-22 18:04:31,0,0
2022-06-22 18:04:30,0,-6.210375
2022-06-22 18:04:29,0,-9.789625
2022-06-22 18:04:28,0,0
2022-06-22 18:04:27,0,0
2022-06-22 18:04:26,0,0
2022-06-22 18:04:25,0,0
2022-06-22 18:04:24,0,0
2022-06-22 18:04:23,0,0
2022-06-22 18:04:22,0,0
2022-06-22 18:04:21,0,0
2022-06-22 18:04:20,0,0
2022-06-22 18:04:19,0,0
2022-06-22 18:04:18,0,0
2022-06-22 18:04:17,0,0
2022-06-22 18:04:16,0,0
2022-06-22 18:04:15,0,0
2022-06-22 18:04:14,0,0
2022-06-22 18:04:13,0,0
2022-06-22 18:04:12,0,0
2022-06-22 18:04:11,0,0
2022-06-22 18:04:10,0,0
2022-06-22 18:04:09,0,0
2022-06-22 18:04:08,0,0
2022-06-22 18:04:07,0,0
2022-06-22 18:04:06,0,0
2022-06-22 18:04:05,0,0
2022-06-22 18:04:04,0,0
2022-06-22 18:04:03,0,0
2022-06-22 18:04:02,0,0
2022-06-22 18:04:01,0,0
2022-06-22 18:04:00,0,0
2022-06-22 18:03:59,0,0
2022-06-22 18:03:58,0,0
2022-06-22 18:03:57,0,0
2022-06-22 18:03:56,0,0
2022-06-22 18:03:55,0,0
2022-06-22 18:03:54,0,0
2022-06-22 18:03:53,0,0
2022-06-22 18:03:52,0,0
2022-06-22 18:03:51,0,0
2022-06-22 18:03:50,0,0
2022-06-22 18:03:49,0,-1.5524508
2022-06-22 18:03:48,0,-2.447549
2022-06-22 18:03:47,0,0
2022-06-22 18:03:46,0,0
2022-06-22 18:03:45,0,0
2022-06-22 18:03:44,0,0
2022-06-22 18:03:43,0,-74.52092
2022-06-22 18:03:42,0,-117.47908
2022-06-22 18:03:41,0,0
2022-06-22 18:03:40,0,0
2022-06-22 18:03:39,0,0
2022-06-22 18:03:38,0,0
2022-06-22 18:03:37,0,0
2022-06-22 18:03:36,0,0
2022-06-22 18:03:35,0,0
2022-06-22 18:03:34,0,0
2022-06-22 18:03:33,0,0
2022-06-22 18:03:32,0,0
2022-06-22 18:03:31,0,0
2022-06-22 18:03:30,0,0
2022-06-22 18:03:29,0,0
2022-06-22 18:03:28,0,0
2022-06-22 18:03:27,0,0
2022-06-22 18:03:26,0,0
2022-06-22 18:03:25,0,0
2022-06-22 18:03:24,0,0
2022-06-22 18:03:23,0,0
2022-06-22 18:03:22,0,0
2022-06-22 18:03:21,0,0
2022-06-22 18:03:20,0,0
2022-06-22 18:03:19,0,0
2022-06-22 18:03:18,0,-7.76261
2022-06-22 18:03:17,0,-12.23739
2022-06-22 18:03:16,0,0
2022-06-22 18:03:15,0,0
2022-06-22 18:03:14,0,0
2022-06-22 18:03:13,0,0
2022-06-22 18:03:12,3.104951,-24.83961
2022-06-22 18:03:11,4.895049,-39.16039
2022-06-22 18:03:10,0,0
2022-06-22 18:03:09,0,0
2022-06-22 18:03:08,0,0
2022-06-22 18:03:07,0,0
2022-06-22 18:03:06,0,0
2022-06-22 18:03:05,0,0
2022-06-22 18:03:04,0,0
2022-06-22 18:03:03,0,0
2022-06-22 18:03:02,0,0
2022-06-22 18:03:01,0,0
2022-06-22 18:03:00,0,0
2022-06-22 18:02:59,0,0
2022-06-22 18:02:58,0,0
2022-06-22 18:02:57,0,0
2022-06-22 18:02:56,0,0
2022-06-22 18:02:55,0,0
2022-06-22 18:02:54,0,0
2022-06-22 18:02:53,0,0
2022-06-22 18:02:52,0,0
2022-06-22 18:02:51,0,0
2022-06-22 18:02:50,0,0
2022-06-22 18:02:49,0,0
2022-06-22 18:02:48,0,0
2022-06-22 18:02:47,0,0
2022-06-22 18:02:46,0,0
2022-06-22 18:02:45,0,0
2022-06-22 18:02:44,0,0
2022-06-22 18:02:43,0,0
