time,in,out
2022-06-29 06:47:57,0,-214.6989
2022-06-29 06:47:56,3675.694,-574.6018
2022-06-29 06:47:55,5541.577,-809.787
2022-06-29 06:47:54,1682.73,-476.9122
2022-06-29 06:47:53,0,0
2022-06-29 06:47:52,0,0
2022-06-29 06:47:51,0,0
2022-06-29 06:47:50,0,0
2022-06-29 06:47:49,0,0
2022-06-29 06:47:48,0,0
2022-06-29 06:47:47,0,0
2022-06-29 06:47:46,0,0
2022-06-29 06:47:45,0,0
2022-06-29 06:47:44,0,0
2022-06-29 06:47:43,0,0
2022-06-29 06:47:42,0,0
2022-06-29 06:47:41,0,0
2022-06-29 06:47:40,0,0
2022-06-29 06:47:39,0,0
2022-06-29 06:47:38,0,0
2022-06-29 06:47:37,0,0
2022-06-29 06:47:36,0,0
2022-06-29 06:47:35,0,0
2022-06-29 06:47:34,1.916825,0
2022-06-29 06:47:33,2.083175,0
2022-06-29 06:47:32,0,-1.916336
2022-06-29 06:47:31,0,-2.083664
2022-06-29 06:47:30,0,0
2022-06-29 06:47:29,0,0
2022-06-29 06:47:28,0,0
2022-06-29 06:47:27,0,0
2022-06-29 06:47:26,0,0
2022-06-29 06:47:25,0,0
2022-06-29 06:47:24,0,0
2022-06-29 06:47:23,1.917021,0
2022-06-29 06:47:22,2.082979,0
2022-06-29 06:47:21,0,0
2022-06-29 06:47:20,0,0
2022-06-29 06:47:19,0,0
2022-06-29 06:47:18,0,0
2022-06-29 06:47:17,0,0
2022-06-29 06:47:16,0,0
2022-06-29 06:47:15,0,0
2022-06-29 06:47:14,0,0
2022-06-29 06:47:13,0,0
2022-06-29 06:47:12,0,0
2022-06-29 06:47:11,0,0
2022-06-29 06:47:10,0,0
2022-06-29 06:47:09,0,0
2022-06-29 06:47:08,0,0
2022-06-29 06:47:07,0,0
2022-06-29 06:47:06,0,0
2022-06-29 06:47:05,0,0
2022-06-29 06:47:04,0,0
2022-06-29 06:47:03,0,0
2022-06-29 06:47:02,0,0
2022-06-29 06:47:01,0,-5.749477
2022-06-29 06:47:00,0,-6.250523
2022-06-29 06:46:59,0,0
2022-06-29 06:46:58,0,0
2022-06-29 06:46:57,0,0
2022-06-29 06:46:56,0,-97.75734
2022-06-29 06:46:55,0,-106.24266
2022-06-29 06:46:54,0,0
2022-06-29 06:46:53,0,0
2022-06-29 06:46:52,0,0
2022-06-29 06:46:51,0,0
2022-06-29 06:46:50,0,0
2022-06-29 06:46:49,0,0
2022-06-29 06:46:48,0,0
2022-06-29 06:46:47,0,0
2022-06-29 06:46:46,0,0
2022-06-29 06:46:45,0,0
2022-06-29 06:46:44,0,0
2022-06-29 06:46:43,0,0
2022-06-29 06:46:42,0,0
2022-06-29 06:46:41,0,0
2022-06-29 06:46:40,0,0
2022-06-29 06:46:39,1.916414,0
2022-06-29 06:46:38,2.083586,0
2022-06-29 06:46:37,0,0
2022-06-29 06:46:36,0,0
2022-06-29 06:46:35,0,0
2022-06-29 06:46:34,0,0
2022-06-29 06:46:33,0,0
2022-06-29 06:46:32,0,0
2022-06-29 06:46:31,0,-9.582335
2022-06-29 06:46:30,0,-10.417665
2022-06-29 06:46:29,0,0
2022-06-29 06:46:28,0,0
2022-06-29 06:46:27,0,0
2022-06-29 06:46:26,0,0
2022-06-29 06:46:25,0,-42.16352
2022-06-29 06:46:24,0,-45.83648
2022-06-29 06:46:23,0,0
2022-06-29 06:46:22,0,0
2022-06-29 06:46:21,0,0
2022-06-29 06:46:20,0,0
2022-06-29 06:46:19,7.666242,0
2022-06-29 06:46:18,8.333758,0
2022-06-29 06:46:17,0,0
2022-06-29 06:46:16,0,0
2022-06-29 06:46:15,0,0
2022-06-29 06:46:14,0,0
2022-06-29 06:46:13,0,0
2022-06-29 06:46:12,0,0
2022-06-29 06:46:11,0,0
2022-06-29 06:46:10,0,0
2022-06-29 06:46:09,0,0
2022-06-29 06:46:08,0,0
2022-06-29 06:46:07,0,0
2022-06-29 06:46:06,0,0
2022-06-29 06:46:05,0,0
2022-06-29 06:46:04,0,0
2022-06-29 06:46:03,0,0
2022-06-29 06:46:02,0,0
2022-06-29 06:46:01,0,0
2022-06-29 06:46:00,0,0
2022-06-29 06:45:59,0,0
2022-06-29 06:45:58,0,0
2022-06-29 06:45:57,0,0
2022-06-29 06:45:56,0,0
2022-06-29 06:45:55,0,0
2022-06-29 06:45:54,0,0
2022-06-29 06:45:53,0,0
2022-06-29 06:45:52,0,0
2022-06-29 06:45:51,0,0
2022-06-29 06:45:50,0,0
2022-06-29 06:45:49,0,0
2022-06-29 06:45:48,0,0
2022-06-29 06:45:47,0,0
2022-06-29 06:45:46,0,0
2022-06-29 06:45:45,0,0
2022-06-29 06:45:44,0,0
2022-06-29 06:45:43,0,0
2022-06-29 06:45:42,0,0
2022-06-29 06:45:41,0,0
2022-06-29 06:45:40,0,0
2022-06-29 06:45:39,0,0
2022-06-29 06:45:38,0,0
2022-06-29 06:45:37,0,0
2022-06-29 06:45:36,0,0
2022-06-29 06:45:35,0,0
2022-06-29 06:45:34,0,0
2022-06-29 06:45:33,0,0
2022-06-29 06:45:32,0,0
2022-06-29 06:45:31,0,0
2022-06-29 06:45:30,0,0
2022-06-29 06:45:29,0,0
2022-06-29 06:45:28,0,0
2022-06-29 06:45:27,0,0
2022-06-29 06:45:26,0,0
2022-06-29 06:45:25,0,0
2022-06-29 06:45:24,0,0
2022-06-29 06:45:23,0,0
2022-06-29 06:45:22,0,0
2022-06-29 06:45:21,0,0
2022-06-29 06:45:20,0,0
2022-06-29 06:45:19,0,0
2022-06-29 06:45:18,0,0
2022-06-29 06:45:17,0,0
2022-06-29 06:45:16,0,0
2022-06-29 06:45:15,0,0
2022-06-29 06:45:14,0,0
2022-06-29 06:45:13,15.331219,0
2022-06-29 06:45:12,16.668781,0
2022-06-29 06:45:11,0,0
2022-06-29 06:45:10,0,0
2022-06-29 06:45:09,0,0
2022-06-29 06:45:08,0,0
2022-06-29 06:45:07,0,0
2022-06-29 06:45:06,0,0
2022-06-29 06:45:05,0,0
2022-06-29 06:45:04,0,0
2022-06-29 06:45:03,0,0
2022-06-29 06:45:02,0,0
2022-06-29 06:45:01,0,0
2022-06-29 06:45:00,0,0
2022-06-29 06:44:59,0,0
2022-06-29 06:44:58,0,0
2022-06-29 06:44:57,0,0
2022-06-29 06:44:56,0,-1.916485
2022-06-29 06:44:55,0,-2.083515
2022-06-29 06:44:54,0,0
2022-06-29 06:44:53,0,0
2022-06-29 06:44:52,0,0
2022-06-29 06:44:51,0,-32.59105
2022-06-29 06:44:50,0,-35.40895
2022-06-29 06:44:49,0,-80.50024
2022-06-29 06:44:48,0,-87.49976
2022-06-29 06:44:47,0,0
2022-06-29 06:44:46,0,0
2022-06-29 06:44:45,0,0
2022-06-29 06:44:44,0,0
2022-06-29 06:44:43,0,0
2022-06-29 06:44:42,0,0
2022-06-29 06:44:41,0,0
2022-06-29 06:44:40,0,0
2022-06-29 06:44:39,0,0
2022-06-29 06:44:38,0,0
2022-06-29 06:44:37,0,0
2022-06-29 06:44:36,0,0
2022-06-29 06:44:35,0,0
2022-06-29 06:44:34,0,0
2022-06-29 06:44:33,0,0
2022-06-29 06:44:32,0,0
2022-06-29 06:44:31,0,0
2022-06-29 06:44:30,0,0
2022-06-29 06:44:29,0,0
2022-06-29 06:44:28,0,0
2022-06-29 06:44:27,0,0
2022-06-29 06:44:26,0,0
2022-06-29 06:44:25,0,-17.2517
2022-06-29 06:44:24,0,-18.7483
2022-06-29 06:44:23,0,0
2022-06-29 06:44:22,0,0
2022-06-29 06:44:21,0,-1.917048
2022-06-29 06:44:20,63.26873,-34.67593
2022-06-29 06:44:19,68.73127,-35.40702
2022-06-29 06:44:18,0,0
2022-06-29 06:44:17,0,0
2022-06-29 06:44:16,0,0
2022-06-29 06:44:15,0,0
2022-06-29 06:44:14,0,0
2022-06-29 06:44:13,0,0
2022-06-29 06:44:12,0,0
2022-06-29 06:44:11,0,0
2022-06-29 06:44:10,0,0
2022-06-29 06:44:09,0,0
2022-06-29 06:44:08,0,0
2022-06-29 06:44:07,0,0
2022-06-29 06:44:06,0,0
2022-06-29 06:44:05,0,0
2022-06-29 06:44:04,0,0
2022-06-29 06:44:03,0,0
2022-06-29 06:44:02,0,0
2022-06-29 06:44:01,0,0
2022-06-29 06:44:00,0,0
2022-06-29 06:43:59,0,0
2022-06-29 06:43:58,0,0
2022-06-29 06:43:57,0,0
2022-06-29 06:43:56,0,0
2022-06-29 06:43:55,0,0
2022-06-29 06:43:54,0,0
2022-06-29 06:43:53,0,0
2022-06-29 06:43:52,0,0
2022-06-29 06:43:51,0,0
2022-06-29 06:43:50,0,0
2022-06-29 06:43:49,0,0
